ticker,cik
NEWSEDGE CORP,0000858912
FIRST MUTUAL BANCSHARES INC,0001098337
OVERNITE CORP,0001061859
HANCOCK FABRICS INC,0000812906
CATALINA MARKETING CORP,0000883977
PRESSTEK INC,0000846876
GORMAN RUPP CO,0000042682
ROCKFORD CORP,0000828064
CIDCO INC,0000917639
HUNT J B TRANSPORT SERVICES INC,0000728535
AVALON CORRECTIONAL SERVICES INC,0000872202
NAVIDEC INC,0001023734
CADENCE DESIGN SYSTEMS INC,0000813672
PAXAR CORP,0000075681
PEOPLES COMMUNITY BANCORP INC,0001100983
KELLWOOD CO,0000055080
TRIAD GUARANTY INC,0000911631
SOMANETICS CORP,0000704328
FIBERCORE INC,0000917770
GREAT SOUTHERN BANCORP INC,0000854560
CRAFTMADE INTERNATIONAL INC,0000856250
NEBULA CARAVEL ACQUISITION CORP,0001826018
LANDSTAR SYSTEM INC,0000853816
RESOURCES CONNECTION INC,0001084765
BARRA INC,0000878483
CASCADE NATURAL GAS CORP,0000018072
AASTROM BIOSCIENCES INC,0000887359
INTERCEPT GROUP INC,0001054930
OPTIO SOFTWARE INC,0001096689
YORK WATER CO,0000108985
CASTELLE,0000908605
WORKFLOW MANAGEMENT INC,0001055564
VIADOR INC,0001089026
CREE INC,0000895419
FRONTLINE COMMUNICATIONS CORP,0001040850
CHAD THERAPEUTICS INC,0000713492
WALKER INTERACTIVE SYSTEMS INC,0000883983
CAVALIER HOMES INC,0000789863
REPTRON ELECTRONICS INC,0000918765
QUINPARIO ACQUISITION CORP,0001620179
LOGANSPORT FINANCIAL CORP,0000939928
DORAL FINANCIAL CORP,0000840889
FERRO CORP,0000035214
CLICK2LEARN COM INC,0001052327
ON SEMICONDUCTOR CORP,0001097864
PENNROCK FINANCIAL SERVICES CORP,0000790988
EASTERN CO,0000031107
LANTRONIX INC,0001114925
CYTOGEN CORP,0000725058
NATCO GROUP INC,0001057693
INTERNATIONAL SPEEDWAY CORP,0000051548
FLORIDA BANKS INC,0001058802
NEXTHEALTH INC,0000855272
ULTRAK INC,0000318259
CRAWFORD & CO,0000025475
FAIRCHILD CORP,0000009779
AVALON HOLDINGS CORP,0001061069
GENERAL MOTORS CORP,0000040730
CARMIKE CINEMAS INC,0000799088
IMATION CORP,0001014111
MEADE INSTRUMENTS CORP,0001032067
KROLL O GARA CO,0001020476
AMERICAN BIOGENETIC SCIENCES INC,0000856984
GOLDEN STATE VINTNERS INC,0001059581
ARADIGM CORP,0001013238
GULF ISLAND FABRICATION INC,0001031623
IMMUCOR INC,0000736822
STANCORP FINANCIAL GROUP INC,0001079577
BRASS EAGLE INC,0001046112
XYBERNAUT CORP,0001013148
FARMSTEAD TELEPHONE GROUP INC,0000804331
ROBOTIC VISION SYSTEMS INC,0000225868
HORIZON MEDICAL PRODUCTS INC,0001052958
RIVIERA TOOL CO,0001018349
INTELEFILM CORP,0000882160
STEAKHOUSE PARTNERS INC,0001017156
CYBER CARE INC,0000887904
MONTEREY BAY BANCORP INC,0000930429
LANDAIR CORP,0001065932
AMBI INC,0000744962
JPS INDUSTRIES,0000846615
UNICOMP INC,0000792341
SYBASE INC,0000768262
POCAHONTAS BANCORP INC,0001051859
CARDIMA INC,0001022570
EARTHWEB INC,0001067056
SILICON VALLEY BANCSHARES,0000719739
INTERNATIONAL SHIPHOLDING CORP,0000278041
CANDIES INC,0000857737
FRONTLINE CAPITAL GROUP,0001052743
MIRANT CORP,0001010775
SEGUE SOFTWARE INC,0000894572
SUPERIOR UNIFORM GROUP INC,0000095574
BAR HARBOR BANKSHARES,0000743367
INTERWORLD CORP,0001060326
ROLLINS INC,0000084839
VISHAY INTERTECHNOLOGY INC,0000103730
AIR METHODS CORP,0000816159
USANA HEALTH SCIENCES INC,0000896264
KEY ENERGY SERVICES INC,0000318996
INFONOW CORP,0000879684
VINA TECHNOLOGIES INC,0001113428
CROWN MEDIA HOLDINGS INC,0001103837
VECTREN CORP,0001096385
TELESCAN INC,0000832175
MIRAVANT MEDICAL TECHNOLOGIES,0000933745
INFOSPACE INC,0001068875
IDEAMALL INC,0000937941
PAIN THERAPEUTICS INC,0001069530
LATIN AMERICAN CASINOS INC,0000880242
TUESDAY MORNING CORP,0000878726
BROOKTROUT INC,0000754516
VIROPHARMA INC,0000946840
BANCORP RHODE ISLAND INC,0001109525
ALICO INC,0000003545
MEDIA 100 INC,0000713138
PACIFIC MERCANTILE BANCORP,0001109546
BROADVISION INC,0000920448
MCRAE INDUSTRIES INC,0000729284
BRUSH ENGINEERED MATERIALS INC,0001104657
SONIC CORP,0000868611
COMARCO INC,0000022252
HUB GROUP INC,0000940942
OTTER TAIL POWER CO,0000075129
HASTINGS ENTERTAINMENT INC,0001054579
CACHE INC,0000350199
EXPRESS SCRIPTS INC,0000885721
BORLAND SOFTWARE CORP,0000853273
NATIONAL CITY CORP,0000069970
WINTRUST FINANCIAL CORP,0001015328
C COR NET CORP,0000350621
UNITED THERAPEUTICS CORP,0001082554
NETWOLVES CORP,0001084103
EXTENDED SYSTEMS INC,0001051490
IMPATH INC,0001003114
MERIT MEDICAL SYSTEMS INC,0000856982
TYLER TECHNOLOGIES INC,0000860731
ABAXIS INC,0000881890
GOOD GUYS INC,0000785931
TRANSWORLD HEALTHCARE INC,0000890634
SPORTSLINE COM INC,0000945688
NORTHFIELD LABORATORIES INC,0000920947
STRATOS LIGHTWAVE INC,0001111721
MOORE MEDICAL CORP,0000074691
OPTELECOM INC,0000275858
IMMERSION CORP,0001058811
COLLEGIATE PACIFIC INC,0000828747
VANGUARD AIRLINES INC,0001000578
MATERIAL SCIENCES CORP,0000755003
EMCOR GROUP INC,0000105634
IDEX CORP,0000832101
U S ENERGY SYSTEMS INC,0000351917
MIIX GROUP INC,0001064063
BENIHANA INC,0000935226
SUNRISE ASSISTED LIVING INC,0001011064
NATIONAL HOME HEALTH CARE CORP,0000728389
NEWPARK RESOURCES INC,0000071829
ADVANCED MICRO DEVICES INC,0000002488
AMCON DISTRIBUTING CO,0000928465
CALIFORNIA PIZZA KITCHEN INC,0000789356
MEREDITH CORP,0000065011
MINDARROW SYSTEMS,0001095792
INSWEB CORP,0001077370
NATIONAL BANKSHARES INC,0000796534
REX STORES CORP,0000744187
FEDERAL TRUST CORP,0000842640
SYMBOLLON CORP,0000912086
SCANSOURCE INC,0000918965
STORAGE COMPUTER CORP,0000933452
UMPQUA HOLDINGS CORP,0001077771
CORNELL COMPANIES INC,0001016152
AVIGEN INC,0000932903
INTERNET PICTURES CORP,0001088022
CALLWAVE INC,0001115091
MOTHERS WORK INC,0000896985
MAGAININ PHARMACEUTICALS INC,0000880431
BLACK HILLS CORP,0001130464
NEUROCRINE BIOSCIENCES INC,0000914475
GADZOOX NETWORKS INC,0001084722
LENNOX INTERNATIONAL INC,0001069202
GOODRICH PETROLEUM CORP,0000943861
ABERCROMBIE & FITCH CO,0001018840
TEARDROP GOLF CO,0001025566
NOVELL INC,0000758004
ASPEON INC,0001021917
BARNES GROUP INC,0000009984
BETHLEHEM STEEL CORP,0000011860
COBRA ELECTRONICS CORP,0000030828
CLASSIC BANCSHARES INC,0001001627
SIGMA DESIGNS INC,0000790715
ALMOST FAMILY INC,0000799231
DENDRITE INTERNATIONAL INC,0000880321
GUARANTY BANCSHARES INC,0001058867
CONSOL ENERGY INC,0001710366
ACCRUE SOFTWARE INC,0001087243
SUNHAWK COM,0001088116
COGNITRONICS CORP,0000021438
IBASIS INC,0001091756
OYO GEOSPACE CORP,0001001115
BLUEFLY INC,0001030896
VESTIN GROUP INC,0001068132
THISTLE GROUP HOLDINGS CO,0001058539
FIRST CAPITAL INC,0001070296
CARRIZO OIL & GAS INC,0001040593
WESTMINSTER CAPITAL INC,0000034489
AMYLIN PHARMACEUTICALS INC,0000881464
PULASKI FINANCIAL CORP,0001062438
FRONTIER OIL CORP,0000110430
AVIATION SALES CO,0001012159
SENSAR CORP,0000789851
PEREGRINE SYSTEMS INC,0001031107
FIREBRAND FINANCIAL GROUP INC,0000814774
PERSISTENCE SOFTWARE INC,0001084400
MUNICIPAL MORTGAGE & EQUITY LLC,0001003201
UNITY BANCORP INC,0000920427
HAWTHORNE FINANCIAL CORP,0000046267
UNIMARK GROUP INC,0000922712
EPOCH BIOSCIENCES INC,0000910057
SANDY SPRING BANCORP INC,0000824410
GREATER ATLANTIC FINANCIAL CORP,0001082735
BRADLEY PHARMACEUTICALS INC,0000864268
MEXICAN RESTAURANTS INC,0001009244
SOHU COM INC,0001104188
CENTURY CASINOS INC,0000911147
NATIONSRENT INC,0001062515
FLEMING COMPANIES INC,0000352949
KEANE INC,0000054883
WESTAFF INC,0000931911
SKYMALL INC,0000862841
NEXMED INC,0001017491
ANCHOR BANCORP WISCONSIN INC,0000885322
NANOPHASE TECHNOLOGIES CORP,0000883107
VALLEY FORGE SCIENTIFIC CORP,0000836429
PERCEPTRON INC,0000887226
RENT WAY INC,0000893046
CHURCHILL DOWNS INC,0000020212
PAYLESS SHOESOURCE INC,0001060232
PARADIGM MEDICAL INDUSTRIES INC,0000916444
UNIFIRST CORP,0000717954
SAF T LOK INC,0000902056
DYNACQ INTERNATIONAL INC,0000890908
METASOLV INC,0000916704
PEOPLES FINANCIAL CORP,0000770460
MEASUREMENT SPECIALTIES INC,0000778734
STANDARD MANAGEMENT CORP,0000853971
NETPLIANCE INC,0001097297
CENTRAL COAST BANCORP,0000921085
PROFESSIONALS GROUP INC,0001011736
ENVIRONMENTAL ELEMENTS CORP,0000863893
INAMED CORP,0000109831
JUNO LIGHTING INC,0000723888
FARREL CORP,0000034645
ADVENT SOFTWARE INC,0001002225
VIALINK CO,0001017137
RAZORFISH INC,0001075088
MEDINEX SYSTEMS INC,0001054709
MCCLATCHY CO,0001056087
STAR SCIENTIFIC INC,0000776008
RETEK INC,0001094360
STORAGE TECHNOLOGY CORP,0000094673
STANDARD COMMERCIAL CORP,0000093319
INTERLINK ELECTRONICS,0000828146
HALIFAX CORP,0000720671
NUTRACEUTICAL INTERNATIONAL CORP,0001050007
TIME WARNER TELECOM INC,0001057758
VISTA INFORMATION SOLUTIONS INC,0000888793
MAXCOR FINANCIAL GROUP INC,0000931707
ION NETWORKS INC,0000754813
PROVIDIAN FINANCIAL CORP,0001035713
WEGENER CORP,0000715073
BIOSPHERICS INC,0000012239
PLASTIC SURGERY CO,0001041623
THEGLOBE COM,0001066684
MOVADO GROUP INC,0000072573
HAWKS INDUSTRIES INC,0000015678
NET PERCEPTIONS INC,0001078203
CONCUR TECHNOLOGIES INC,0001066026
UNITRIN INC,0000860748
CATALYST SEMICONDUCTOR INC,0000899636
PENN AMERICA GROUP INC,0000910110
LUFKIN INDUSTRIES INC,0000060849
DUPONT PHOTOMASKS INC,0001012128
SYNBIOTICS CORP,0000719483
ANIKA THERAPEUTICS INC,0000898437
BIOSPECIFICS TECHNOLOGIES CORP,0000875622
INTRAWARE INC,0001025134
EFUNDS CORP,0001109190
GENSTAR THERAPEUTICS CORP,0001003929
CHILDTIME LEARNING CENTERS INC,0001003648
LASER PACIFIC MEDIA CORP,0000875738
OVERSEAS SHIPHOLDING GROUP INC,0000075208
UNITED CAPITAL CORP,0000065358
MAYTAG CORP,0000063541
MEDIX RESOURCES,0000890784
COM21 INC,0000945379
CENTURY ALUMINUM CO,0000949157
FIRST COLONIAL GROUP INC,0000714719
QUESTCOR PHARMACEUTICALS INC,0000891288
REMEDYTEMP INC,0001013467
BALDWIN & LYONS INC,0000009346
FORWARD AIR CORP,0000912728
FUSION NETWORKS HOLDINGS INC,0001096349
INFORMATICA CORP,0001080099
SUPERIOR ENERGY SERVICES INC,0000886835
RONSON CORP,0000084919
CENDANT CORP,0000723612
BASSETT FURNITURE INDUSTRIES INC,0000010329
LECTEC CORP,0000805928
MESTEK INC,0000065195
S Y BANCORP INC,0000835324
ESOFT INC,0001047406
TEKNOWLEDGE CORP,0000716214
COMMUNITY FINANCIAL GROUP INC,0000852677
DIGITALTHINK INC,0001100514
FUEL TECH N V,0000846913
AUDIBLE INC,0001077926
SYNAGRO TECHNOLOGIES INC,0000895565
ORPHAN MEDICAL INC,0000929548
SORRENTO NETWORKS CORP,0000812491
KENT FINANCIAL SERVICES INC,0000316028
SMITH MICRO SOFTWARE INC,0000948708
OCEANFIRST FINANCIAL CORP,0001004702
PEGASUS COMMUNICATIONS CORP,0001135338
NORTHWAY FINANCIAL INC,0001041753
GLOBAL IMAGING SYSTEMS INC,0001050167
SCICLONE PHARMACEUTICALS INC,0000880771
AMPAL AMERICAN ISRAEL CORP,0000731859
NOTIFY TECHNOLOGY CORP,0001031980
DUTCHFORK BANCSHARES INC,0001107710
AZTAR CORP,0000852807
INDYMAC BANCORP INC,0000773468
RAG SHOPS INC,0000874385
VILLAGE SUPER MARKET INC,0000103595
ADVANCED POWER TECHNOLOGY INC,0001114973
NATIONAL DATA CORP,0000070033
KANA COMMUNICATIONS INC,0001089907
ARTIFICIAL LIFE INC,0001070361
ORTHOVITA INC,0000913756
MERCHANTS GROUP INC,0000803027
INTELIDATA TECHNOLOGIES CORP,0001021810
SOUTHERN FINANCIAL BANCORP INC,0000914789
MICROFINANCIAL INC,0000827230
WIT SOUNDVIEW GROUP INC,0001071620
DYAX CORP,0000907562
METROCALL INC,0000906525
GATEWAY INC,0000895812
INFINITY INC,0000822746
ELMERS RESTAURANTS INC,0000771214
INVISION TECHNOLOGIES INC,0001005969
ATLANTIC DATA SERVICES INC,0001052773
WEST ESSEX BANCORP INC,0001063438
1LIFE HEALTHCARE INC,0001404123
KREISLER MANUFACTURING CORP,0000056806
TIMBERLAND CO,0000814361
AMISTAR CORP,0000741559
APPLIED FILMS CORP,0001040660
TROY GROUP INC,0001060595
ATLAS AIR INC,0000941552
HUMBOLDT BANCORP,0001008554
ALPHA PRO TECH LTD,0000884269
DIGITAL ISLAND INC,0001084329
CANDELA CORP,0000793279
VARONIS SYSTEMS INC,0001361113
PLATO LEARNING INC,0000893965
COINSTAR INC,0000941604
WESTWOOD ONE INC,0000771950
INTER TEL INC,0000350066
HUGHES SUPPLY INC,0000049029
MEDAREX INC,0000874255
SCIENCE DYNAMICS CORP,0000350644
UNI MARTS INC,0000805020
BUILDING MATERIALS HOLDING CORP,0001046356
MYTURN COM,0001028079
TODD SHIPYARDS CORP,0000098537
MCGLEN INTERNET GROUP INC,0000942650
SAVANNAH BANCORP INC,0000860519
OMNI ENERGY SERVICES CORP,0001046212
HARTMARX CORP,0000723371
LATITUDE COMMUNICATIONS INC,0001078425
NETOPIA INC,0001012482
PROGRESS SOFTWARE CORP,0000876167
CLICK COMMERCE INC,0001107050
BULL RUN CORP,0000319697
SMUCKER J M CO,0000091419
TELECOMMUNICATIONS SYSTEMS INC,0000726561
VIRAGEN INC,0000353482
WABTEC CORP,0000943452
TEGAL CORP,0000931059
COMMUNITY FIRST BANKSHARES INC,0000857593
ZENITH NATIONAL INSURANCE CORP,0000109261
ESPERION THERAPEUTICS INC,0001066745
ESPEED INC,0001094831
FOCUS UNIVERSAL INC,0001590418
TRIMERIS INC,0000911326
NAVIGANT INTERNATIONAL INC,0001055455
EASTERN VIRGINIA BANKSHARES INC,0001047170
CRESCENT BANKING CO,0000883476
QUAD CITY HOLDINGS INC,0000906465
MAGELLAN HEALTH SERVICES INC,0000019411
OPEN PLAN SYSTEMS INC,0001011738
SIRIUS SATELLITE RADIO INC,0000908937
PSINET INC,0000940716
ENTRADA NETWORKS INC,0001000695
PEROT SYSTEMS CORP,0000894253
VIRBAC CORP,0000922814
ACORN HOLDING CORP,0000737243
DIGITAL POWER CORP,0001032889
HANOVER DIRECT INC,0000320333
AT COMM CORP,0000782995
KNIGHT TRADING GROUP INC,0001060749
MILESTONE SCIENTIFIC INC,0000855683
GLOBALNET FINANCIAL COM INC,0000832324
IMPRESO COM INC,0001108345
PARLUX FRAGRANCES INC,0000802356
UNITED GUARDIAN INC,0000101295
COMTECH TELECOMMUNICATIONS CORP,0000023197
CYTOCLONAL PHARMACEUTICS INC,0000944809
VIASYSTEMS GROUP INC,0001101169
VALICERT INC,0001114040
SUN HYDRAULICS CORP,0001024795
SILICON GRAPHICS INC,0000802301
NETWORK COMMERCE INC,0001087879
PREVIEW SYSTEMS INC,0001091271
INTERNATIONAL ALUMINUM CORP,0000051103
INHALE THERAPEUTIC SYSTEMS,0000906709
ELIZABETH ARDEN INC,0000095052
NOVO NETWORKS INC,0000826773
CYANOTECH CORP,0000768408
RUDDICK CORP,0000085704
PACIFIC NORTHWEST BANCORP,0000949504
XCARE NET INC,0001094561
VITAL IMAGES INC,0000912888
AMERICAN MANAGEMENT SYSTEMS INC,0000310624
ANNTAYLOR STORES CORP,0000874214
ENERGYSOUTH INC,0001051286
ROSS SYSTEMS INC,0000873594
ADMINISTAFF INC,0001000753
PARKERVISION INC,0000914139
EAST WEST BANCORP INC,0001069157
VITRIA TECHNOLOGY INC,0001050808
SKIBO FINANCIAL CORP,0001072685
RIGHT MANAGEMENT CONSULTANTS INC,0000802806
R F INDUSTRIES LTD,0000740664
HOME FINANCIAL BANCORP,0001009242
CARESIDE INC,0001070602
INDEPENDENCE COMMUNITY BANK CORP,0000945734
BLYTH INC,0000921503
CONSTELLATION BRANDS INC,0000016918
PATINA OIL & GAS CORP,0001006264
VIASOURCE COMMUNICATIONS INC,0001111789
ENDOCARE INC,0001003464
RARE MEDIUM GROUP INC,0000756502
GRANT PRIDECO INC,0001097313
GRILL CONCEPTS INC,0000895041
PAWNMART INC,0001048142
COLLECTORS UNIVERSE INC,0001089143
ORBIT INTERNATIONAL CORP,0000074818
MANUGISTICS GROUP INC,0000908440
GETTY IMAGES INC,0001047202
PURE WORLD INC,0000356446
MARGO CARIBE INC,0000808493
METROLOGIC INSTRUMENTS INC,0000815910
TANOX INC,0001099414
GENTEK INC,0001077552
ZAPWORLD COM,0001024628
CIRRUS LOGIC INC,0000772406
AVICI SYSTEMS INC,0001094895
HYSEQ INC,0000907654
TENNECO AUTOMOTIVE INC,0001024725
ESCALON MEDICAL CORP,0000862668
AMCOL INTERNATIONAL CORP,0000813621
DOUBLECLICK INC,0001049480
EZENIA INC,0000943894
ASPECT MEDICAL SYSTEMS INC,0000886235
AUTHORISZOR INC,0000850083
PURCHASEPRO COM INC,0001087831
XATA CORP,0000854398
RIGHT START INC,0000878720
HEALTH MANAGEMENT SYSTEMS INC,0000861179
SOLA INTERNATIONAL INC,0000912088
CROWN CORK & SEAL CO INC,0000025890
UNITED STATES CELLULAR CORP,0000821130
ORCHID BIOSCIENCES INC,0001107216
SCHUFF STEEL CO,0001038368
GIANT INDUSTRIES INC,0000856465
CASCADE CORP,0000018061
FOREST CITY ENTERPRISES INC,0000038067
HERITAGE FINANCIAL GROUP,0001493491
EMBARCADERO TECHNOLOGIES INC,0001107112
CARBON ENERGY CORP,0000086264
FIRSTMERIT CORP,0000354869
INTERDIGITAL COMMUNICATIONS CORP,0000354913
CAPSULE COMMUNICATIONS INC,0001113227
COMMERCE ONE INC,0001131806
COOLSAVINGS COM INC,0001087875
VERTEX INTERACTIVE INC,0000779681
PORTAL SOFTWARE INC,0001080306
SILICON LABORATORIES INC,0001038074
CITIZENS COMMUNICATIONS CO,0000020520
FIRST YEARS INC,0000055698
CAVALRY BANCORP INC,0001049535
ACCELERATED NETWORKS INC,0001108185
FIRST FEDERAL BANCORP INC,0000885076
ZYMEWORKS INC,0001403752
MERCATOR SOFTWARE INC,0001039276
ITRON INC,0000780571
NASH FINCH CO,0000069671
POLAROID CORP,0000079326
NEW YORK TIMES CO,0000071691
ELECTRIC CITY CORP,0001065860
COMMUNITY CAPITAL CORP,0000832847
CLEAN HARBORS INC,0000822818
DIONEX CORP,0000708850
CARREKER CORP,0001057709
CONSOLIDATED GRAPHICS INC,0000921500
NETWORK SIX INC,0000726714
COLONIAL COMMERCIAL CORP,0000021828
ARIAD PHARMACEUTICALS INC,0000884731
LIFE TIME FITNESS INC,0001076195
RESEARCH FRONTIERS INC,0000793524
PIONEER STANDARD ELECTRONICS INC,0000078749
NETMANAGE INC,0000909793
DYNATRONICS CORP,0000720875
OMEGA FINANCIAL CORP,0000705671
CONCORD CAMERA CORP,0000831861
SYNTROLEUM CORP,0001029023
BLUEGREEN CORP,0000778946
MACDERMID INC,0000061138
AMCORE FINANCIAL INC,0000714756
HARTE HANKS INC,0000045919
TUPPERWARE CORP,0001008654
AVNET INC,0000008858
PAREXEL INTERNATIONAL CORP,0000799729
MORTONS RESTAURANT GROUP INC,0000883981
SOUTHERN MISSOURI BANCORP INC,0000916907
USDATA CORP,0000943895
TEMPLE INLAND INC,0000731939
MAGNUM HUNTER RESOURCES INC,0000854271
COACHMEN INDUSTRIES INC,0000021212
PROTECTION ONE INC,0000916230
MONARCH DENTAL CORP,0001009900
AVATAR HOLDINGS INC,0000039677
NATIONAL RESEARCH CORP,0000070487
HFB FINANCIAL CORP,0000892157
TUTOGEN MEDICAL INC,0000816949
PITNEY BOWES INC,0000078814
HVIDE MARINE INC,0000922341
CABLEVISION SYSTEMS CORP,0001053112
UROLOGIX INC,0000882873
SOLUTIA INC,0001043382
SOUTHFIRST BANCSHARES INC,0000925963
ATMI INC,0001041577
OSHKOSH TRUCK CORP,0000775158
PHOTOWORKS INC,0000791050
MCGRATH RENTCORP,0000752714
HALLMARK FINANCIAL SERVICES INC,0000819913
DIXIE GROUP INC,0000029332
BONTEX INC,0000041052
TRENWICK GROUP LTD,0001122211
WILLIAMS SONOMA INC,0000719955
OWOSSO CORP,0000921046
VIDAMED INC,0000929900
PAMRAPO BANCORP INC,0000854071
BSQUARE CORP,0001054721
IMANAGE INC,0001093242
MICRON ELECTRONICS INC,0000854460
ROCK OF AGES CORP,0000084581
APPLERA CORP,0000077551
FIRST NIAGARA FINANCIAL GROUP IN,0001051741
COMMONWEALTH INDUSTRIES INC,0000934747
BRADY CORP,0000746598
ARISTOTLE CORP,0000790071
METRO INFORMATION SERVICES INC,0001026965
TITAN CORP,0000032258
CREDO PETROLEUM CORP,0000277924
APPLIED IMAGING CORP,0000816066
DRUGMAX COM INC,0000921878
ALPINE GROUP INC,0000004164
WATCHGUARD TECHNOLOGIES INC,0001062019
OFFICIAL PAYMENTS CORP,0001094998
NEWPORT CORP,0000225263
GILMAN & CIOCIA INC,0000914142
WOMEN FIRST HEALTHCARE INC,0001081004
MICROS TO MAINFRAMES INC,0000906282
HYCOR BIOMEDICAL INC,0000719447
HEALTHCARE RECOVERIES INC,0000858629
MULTEX COM INC,0001061310
CROSS A T CO,0000025793
ALTERNATE MARKETING NETWORKS INC,0000949244
LANVISION SYSTEMS INC,0001008586
INTERTAN INC,0000803227
BOWL AMERICA INC,0000013573
MACROCHEM CORP,0000743884
TRANSMONTAIGNE OIL CO,0000755199
MIDAS INC,0001046131
CONNECTICUT BANCSHARES INC,0001097882
ROGERS CORP,0000084748
GENCORP INC,0000040888
QUESTRON TECHNOLOGY INC,0000732152
DIGITAL RECORDERS INC,0000853695
FOAMEX INTERNATIONAL INC,0000912908
SIERRA HEALTH SERVICES INC,0000754009
KELLSTROM INDUSTRIES INC,0000918275
CARRINGTON LABORATORIES INC,0000718007
CYPRESS BIOSCIENCE INC,0000716054
OCEANEERING INTERNATIONAL INC,0000073756
DATARAM CORP,0000027093
SAFLINK CORP,0000847555
TEJON RANCH CO,0000096869
KIRBY CORP,0000056047
REGENERATION TECHNOLOGIES INC,0001100441
BORGWARNER INC,0000908255
HEALTHPLAN SERVICES CORP,0000942319
MID PENN BANCORP INC,0000879635
STANFORD MICRODEVICES INC,0001103777
OCWEN FINANCIAL CORP,0000873860
DIGITAL VIDEO SYSTEMS INC,0001009395
ADEPT TECHNOLOGY INC,0000865415
MEADOWBROOK INSURANCE GROUP INC,0000949156
UNITED RENTALS INC,0001067701
PATRICK INDUSTRIES INC,0000076605
INSURANCE AUTO AUCTIONS INC,0000880026
PYRAMID BREWERIES INC,0001001917
PLUG POWER INC,0001093691
CARDIAC PATHWAYS CORP,0001012367
NICOR INC,0000072020
FRESH CHOICE INC,0000893741
HIRSCH INTERNATIONAL CORP,0000915909
VARI LITE INTERNATIONAL INC,0001033491
STANDARD AUTOMOTIVE CORP,0001043505
PROFESSIONAL DETAILING INC,0001054102
SERVICEWARE TECHNOLOGIES INC,0001062606
VENTIV HEALTH INC,0001089473
MODTECH HOLDINGS INC,0001075066
WOODWARD GOVERNOR CO,0000108312
PHILLIPS VAN HEUSEN CORP,0000078239
MEDTOX SCIENTIFIC INC,0000739944
INNOVEDA INC,0000925072
POWERCERV CORP,0001005758
TELEDYNE TECHNOLOGIES,0001094285
UNION BANKSHARES CORP,0000883948
UBRANDIT COM,0001082384
MICRONETICS WIRELESS INC,0000820097
CONSOLIDATED TOMOKA LAND CO,0000023795
NORTHEAST BANCORP,0000811831
PANERA BREAD CO,0000724606
CAMDEN NATIONAL CORP,0000750686
TALK CITY INC,0001080088
IMPROVENET INC,0001043561
SHOPKO STORES INC,0000878314
ELEC COMMUNICATIONS CORP,0000090721
STATE AUTO FINANCIAL CORP,0000874977
HILB ROGAL & HAMILTON CO,0000814898
BRIDGE TECHNOLOGY INC,0001048273
SEMINIS INC,0001078259
NORWOOD FINANCIAL CORP,0001013272
HYPERFEED TECHNOLOGIES INC,0000745774
BOSTON BIOMEDICA,0000830656
MERCER INTERNATIONAL INC,0001333274
JAMESON INNS INC,0000914373
MAXXAM INC,0000063814
ADVO INC,0000801622
SONOMAWEST HOLDINGS INC,0000102588
LABRANCHE & CO INC,0001089044
BRYN MAWR BANK CORP,0000802681
LANDS END INC,0000799288
EXCELON CORP,0001014955
POWER ONE INC,0001042825
PICCADILLY CAFETERIAS INC,0000277923
ECOLOGY & ENVIRONMENT INC,0000809933
CHOLESTECH CORP,0000887227
RAILWORKS CORP,0001061857
SECURITY NATIONAL FINANCIAL CORP,0000318673
Q MED,0000729213
SOCKET COMMUNICATIONS INC,0000944075
AMERICAN TECHNOLOGY CORP,0000924383
TRANS LUX CORP,0000099106
WEBSENSE INC,0001098277
SPORTS AUTHORITY INC,0000912262
PANJA INC,0000944248
USURF AMERICA INC,0001035398
INTEVAC INC,0001001902
RADIANCE MEDICAL SYSTEMS INC,0001013606
ARTISAN COMPONENTS INC,0001048982
OSTEX INTERNATIONAL INC,0000932631
D & K HEALTHCARE RESOURCES INC,0000888914
CELADON GROUP INC,0000865941
EDISON SCHOOLS INC,0001089567
INSITE VISION INC,0000802724
ARTESYN TECHNOLOGIES INC,0000023071
EQUITY MARKETING INC,0000911151
MICROLOG CORP,0000792094
VALLEY NATIONAL BANCORP,0000714310
FIRSTWORLD COMMUNICATIONS INC,0001061583
LANDAUER INC,0000825410
IMMUNEERING CORP,0001790340
CORE MATERIALS CORP,0001026655
MONOCLE ACQUISITION CORP,0001754170
OXFORD INDUSTRIES INC,0000075288
GRAHAM CORP,0000716314
PER SE TECHNOLOGIES INC,0000878556
MERRILL MERCHANTS BANCSHARES INC,0000913072
IL FORNAIO AMERICA CORP,0000724522
TULARIK INC,0000889057
AWARE INC,0001015739
BOSTONFED BANCORP INC,0000948515
LEARNING TREE INTERNATIONAL INC,0001002037
CATALINA LIGHTING INC,0000822665
COMMUNICATIONS SYSTEMS INC,0000022701
EMBREX INC,0000878725
REMINGTON OIL & GAS CORP,0000874992
TIMBERLAND BANCORP INC,0001046050
ULTIMATE SOFTWARE GROUP,0001016125
HYTEK MICROSYSTEMS INC,0000715593
AMERICAN ACCESS TECHNOLOGIES INC,0001043186
BLOCKBUSTER INC,0001085734
ELECTRONIC CLEARING HOUSE INC,0000721773
CITIZENS HOLDING CO,0001075706
VALUECLICK INC,0001080034
CONCORD COMMUNICATIONS,0000915290
MEDIACOM COMMUNICATIONS CORP,0001098659
FILM ROMAN INC,0001013236
